name,url,rating,address,total_reviews,cuisine,price,neighborhood,website,email,phone,review_rating,review_description,review_dine_date,marketing_url,marketing_id
Gracie's,http://www.opentable.com/gracies-portland?scpref=110&tab=2,4.2,"729 SW 15th Avenue Portland, OR  97205 ",186,Northwest,$30 and under,Downtown,http://www.graciesdining.com/,tim@hoteldeluxe.com,(503) 222-2171,4.2 / 5,"The menu here is split between a couple of dozen ""small plates"" $6-$14 each and 8 larger dinners (mid-$20). This works very well for smaller appetites like ours. It also encourages sharing, which we did, by ordering 3 small plates and a dinner. All food was exceptionally well prepared and had the perfect balance of flavours. Wine list was not extensive, but more than adequate and priced mid-range. The ambience is very quiet and the restaurant furnishings are very comfortable. Only warning is that this place is more about quality than quantity, so those with larger appetites, used to ""meat & potatoes"", may not feel satisfied. But we loved it so much, we're looking forward to returning very soon.",8/16/12,http://www.pickgrapevine.com/wantmore2/gracies-portland,gracies-portland
Tina's,http://www.opentable.com/tinas?scpref=110&tab=2,4.3,"760 Highway 99W Dundee, OR  97115 ",68,Northwest,$31 to $50,Willamette Valley/Wine Country,http://www.tinasdundee.com/,tinasdundee@gmail.com,(503) 538-8880,4.3 / 5,Still is a great restaurant in the wine country. The new chef carries on the excellent reputation of this place. The menu is relatively short but provides a nice array of imaginative options. And the wine list is a show case of the area.,7/14/12,http://www.pickgrapevine.com/wantmore2/tinas,tinas
Trebol Mexican,http://www.opentable.com/trebol-mexican?scpref=110&tab=2,4.1,"4835 N. Albina Portland, OR  97217 ",69,Mexican,$30 and under,North Portland,http://trebolpdx.com,trebolpdx@gmail.com,(503) 517-9348,4.1 / 5,LOVED Trebol! My only complaint was that the place seemed understaffed. The staff they did have was doing an amazing job however!That and our guacamole was almost entirely inedible as the avocado was hard. It should have never been sent out and when we pointed it out nothing was done to compensate... tho we did have a living social deal so that may have been why. Will definitely go again!,8/17/12,http://www.pickgrapevine.com/wantmore2/trebol-mexican,trebol-mexican
Truss,http://www.opentable.com/truss?scpref=110&tab=2,3.8,"1401 SW Naito Partkway Portland, OR  97201 ",18,Northwest,$31 to $50,Downtown,http://www.marriott.com/pdxor,truss@marriott.com,(503) 499-6385,3.8 / 5,We were dissappointed in the change in menu which limited the vegetarian options. The server was extremely helpful and made the experience. The trout was excellent. The bread served with the salad was stale - and not up to par with Portland breads. Very close to the Keller and a good option for a quick meal but little ambiance- what happened to the view of the river?,7/20/12,http://www.pickgrapevine.com/wantmore2/truss,truss
Tucci Ristorante,http://www.opentable.com/tucci-ristorante?scpref=110&tab=2,4.3,"220 A Avenue Lake Oswego, OR  97034 ",117,Italian,$30 and under,Lake Oswego,http://www.Tucci.biz,TucciPosta@Tucci.biz,(503) 697-3383,4.3 / 5,"Outstanding restaurant, although expensive, is one we love for special occasions as our recent anniversary.",8/17/12,http://www.pickgrapevine.com/wantmore2/tucci-ristorante,tucci-ristorante
Venti's Cafe & Taphouse,http://www.opentable.com/ventis-cafe-and-taphouse?scpref=110&tab=2,4.5,"2840 Commercial St S Salem, OR  97302 ",38,International,$30 and under,Salem,http://ventiscafe.com/,ventiscafe@gmail.com,(503) 391-5112,4.5 / 5,"Always great!Great staff, great food, great beer selection!",8/8/12,http://www.pickgrapevine.com/wantmore2/ventis-cafe-and-taphouse,ventis-cafe-and-taphouse
Wildwood Restaurant and Bar,http://www.opentable.com/wildwood-restaurant-and-bar?scpref=110&tab=2,4.2,"1221 Northwest 21st Avenue Portland, OR  97209 ",120,Northwest,$31 to $50,Downtown Portland - NW,http://www.wildwoodrestaurant.com,wildwood@wildwoodrestaurant.com,(503) 248-9663,4.2 / 5,"Wildwood may not get the hype it once had nor the hipster cred that other restaurants have, but you won't find a better combination of great food, great service and great wine list anywhere.",8/13/12,http://www.pickgrapevine.com/wantmore2/wildwood-restaurant-and-bar,wildwood-restaurant-and-bar
20nine Restaurant & Wine Bar,http://www.opentable.com/20nine-restaurant-and-wine-bar?scpref=109&tab=2,4.1,"255 E Basse Rd Ste 940 San Antonio, TX  78209 ",27,Contemporary American,$30 and under,Alamo Heights,http://www.20ninewine.com,info@20ninewine.com,(210) 798-9463,4.0 out of 5,This is a great place for a romantic evening or a social gathering. Be prepared to spend about $100 for 2 but it's worth it. The goat cheese is wonderful by the way.,7/14/12,http://www.pickgrapevine.com/wantmore/20nine-restaurant-and-wine-bar,20nine-restaurant-and-wine-bar
Acenar,http://www.opentable.com/acenar?scpref=109&tab=2,3.9,"146 East Houston San Antonio, TX  78205 ",127,Contemporary Mexican,$30 and under,Downtown,http://www.acenar.com,keith@acenar.com,(210) 222-2362,3.9 out of 5,Ok food. Drink prices were outrageous. Pretty dissapointing.,7/21/12,http://www.pickgrapevine.com/wantmore/acenar,acenar
Achiote - Grand Hyatt San Antonio,http://www.opentable.com/achiote-grand-hyatt?scpref=109&tab=2,4,"600 E. Market St. San Antonio, TX  78205 ",51,Latin out of Spanish,$30 and under,Downtown,,satgh@hyatt.com,(210) 224-1234,4.0 out of 5,"For our first visit, we went specifically for the daily buffet. We arrived @ 130P, the buffet ends @ 200P, and we NEVER felt rushed; instead, all of the food, including the beef tenderloin, lamb, chicken sausage, and the guy that carves them, stayed available until we were finished. We enjoyed *everything* that we ate. Of special note was our server, Beth - attentive but not too, friendly but not too, available but not too - we hate ""hovering,"" and Beth was perfect in every way. She is also a genuinely interesting & delightful person. My partner and I felt completely comfortable w/ her, and w/ all of the staff @ Achiote. We will definitely return on our next visit to SA - may even go back for dinner tomorrow.",7/9/12,http://www.pickgrapevine.com/wantmore/achiote-grand-hyatt,achiote-grand-hyatt
Aldino Cucina Italiano,http://www.opentable.com/aldino-cucina-italiano?scpref=109&tab=2,4.5,"1203 N Loop 1604 W  #101 San Antonio, TX  78258 ",33,Italian,$30 and under,North San Antonio,http://aldinos.com,a4pasta@sbcglobal.net,(210) 340-0000,4.5 out of 5,"The best flounder we've ever had! - fresh, moist and perfectly prepared with a light, delicious sauce. Our waitress was charming, friendly and extremely efficient. We highly recommend this restaurant.",7/1/12,http://www.pickgrapevine.com/wantmore/aldino-cucina-italiano,aldino-cucina-italiano
Aldo's Ristorante Italiano,http://www.opentable.com/aldos-ristorante-italiano?scpref=109&tab=2,4.7,"8539 Fredericksburg Rd San Antonio, TX  78229 ",20,Italian,$31 to $50,North San Antonio,http://www.aldos.us/,Aldos@satx.rr.com,(210) 696-2536,4.7 out of 5,"Beautiful restaurant set in an old residence. Although on a busy street, it is well shielded by trees which keep the interior quiet and provide an nice view. We ate inside, but there is a nice, shaded patio dining area.",7/16/12,http://www.pickgrapevine.com/wantmore/aldos-ristorante-italiano,aldos-ristorante-italiano
Antlers Lodge,http://www.opentable.com/antlers-lodge?scpref=109&tab=2,4.6,"9800 Hyatt Resort Drive San Antonio, TX  78251 ",28,Steak,$31 to $50,North San Antonio,http://www.hyatt.com/hyatt/images/hotels/sanhc/antlerslodgemenu.pdf,david.cantu@hyatt.com,(210) 520-4001,4.6 out of 5,Great food and the hotel is a beautiful place to walk off that great meal!,7/7/12,http://www.pickgrapevine.com/wantmore/antlers-lodge,antlers-lodge
Bella...On The River,http://www.opentable.com/bellaon-the-river?scpref=109&tab=2,4.4,"106 River Walk San Antonio, TX  78205 ",99,European,$31 to $50,Downtown,http://www.bellaontheriver.com,bellaontheriver@gmail.com,(210) 404-2355,4.4 out of 5,"Our experience at Bella was magnificant. Our waiter was very knowledgeable and appeared to be a seasoned waiter. His service was perfect, just attentive enough. The prices were good as well. My hubby and I went for a ""get away"" week end and we will return. Thank you Bella",7/21/12,http://www.pickgrapevine.com/wantmore/bellaon-the-river,bellaon-the-river
Biga on the Banks,http://www.opentable.com/biga-on-the-banks?scpref=109&tab=2,4.6,"203 S. St. Mary's St. San Antonio, TX  78205 ",237,Contemporary American,$50 and over,Downtown,http://www.biga.com,reservations@biga.com,(210) 225-0722,4.6 out of 5,Biga has a great reputation and for good reason. The food is above average (the oyster appetizer is fantastic) and the service is top drawer. It is rather loud and th arrangement for large parties leaves a little to be desired. However over all an excellent evening of great food and wine. I would strongly recommend it for those visiting the Alamo City.,7/21/12,http://www.pickgrapevine.com/wantmore/biga-on-the-banks,biga-on-the-banks
Bliss Restaurant,http://www.opentable.com/bliss-restaurant?scpref=109&tab=2,4.6,"926 S Presa Street San Antonio, TX  78210 ",292,Contemporary American,$31 to $50,Downtown,http://www.foodisbliss.com,info@foodisbliss.com,(210) 225-2547,4.6 out of 5,"Our meals were delicious! We started with oyster sliders and duck egg rolls. They, along with our meals (scallops & tuna) were incredible! The atmosphere is modern, hip, and unique - highly recommend trying Bliss!! We will be back.",7/21/12,http://www.pickgrapevine.com/wantmore/bliss-restaurant,bliss-restaurant
Bohanan's Prime Steaks and Seafood,http://www.opentable.com/bohanans-prime-steaks-and-seafood?scpref=109&tab=2,4.7,"219 East Houston Street Suite 275 San Antonio, TX  78205",261,Steakhouse,$31 to $50,Downtown,http://www.Bohanans.com,Bohanans@aol.com,(210) 472-2600,4.7 out of 5,"The food was good and the service excellent. The decor is nice, but the lack of attention to detail during the construction phase of decorating is obvious. The interior design is also lacking a certain elegance that is more common in upscale dining in NY.",7/13/12,http://www.pickgrapevine.com/wantmore/bohanans-prime-steaks-and-seafood,bohanans-prime-steaks-and-seafood
Bourbon Street Seafood Kitchen,http://www.opentable.com/bourbon-street-seafood-kitchen?scpref=109&tab=2,4.6,"2815 North Loop 1604 E. San Antonio, TX  78232 ",7,Cajun,$30 and under,North San Antonio,http://www.bourbonstreetseafoodkitchen.com,,(210) 545-0666,4.6 out of 5,My favorite cajun seafood restaurant!,5/25/12,http://www.pickgrapevine.com/wantmore/bourbon-street-seafood-kitchen,bourbon-street-seafood-kitchen
Brannon's Cafe,http://www.opentable.com/brannons-cafe?scpref=109&tab=2,3.4,"16641 La Cantera Parkway San Antonio, TX  78256 ",5,American,$30 and under,North San Antonio,http://www.westinlacantera.com/dining.html,lonnie.caldwell@westin.com,(210) 558-2443,3.4 out of 5,"Typical Texas hotel food, except probably pricier since it's a Westin.",7/16/12,http://www.pickgrapevine.com/wantmore/brannons-cafe,brannons-cafe
Cappy's Restaurant,http://www.opentable.com/cappys-restaurant?scpref=109&tab=2,4.4,"5011 Broadway San Antonio, TX  78209 ",128,Contemporary American,$31 to $50,Alamo Heights,http://www.cappysrestaurant.com,,(210) 828-9669,4.4 out of 5,"We love Cappy's and keep coming back but for the for the first time we were Very disappointed in the food. Table ordered Swordfish x 2, Mustang Chicken and the Texas Platter. We were all very disappointed. Appetizers were wonderful but all 4 of us felt our entrees were very bland despite the nice presentation. Service was very very good as usual but food substandard",7/18/12,http://www.pickgrapevine.com/wantmore/cappys-restaurant,cappys-restaurant
Chart House Restaurant - Tower of the Americas,http://www.opentable.com/chart-house-restaurant-tower-of-the-americas?scpref=109&tab=2,4.1,"601 Tower of the Americas Way San Antonio, TX  78205 ",621,Seafood,$31 to $50,Downtown,http://www.chart-house.com,tame@ldry.com,(210) 223-3101,4.1 out of 5,"Excellent dining experience. The only drawback was the wait for our reservation. The reservation was for 7:30 and we didn't get seated for a little over an hour. It was Saturday night and I requested a window table. When we were finally were seated, we were directed to a booth across from the window that would have seated at least six. I told the host that we were only a party of two and would like what we requested. We were promptly seated at a window table for two. The hour wait was spent in the bar and it was very nice too. I had looked at the menu on line and had an idea what I wanted. We ordered and one of the entrees ordered was not available and the dessert we were looking forward to, the souffle, was also not available.",7/21/12,http://www.pickgrapevine.com/wantmore/chart-house-restaurant-tower-of-the-americas,chart-house-restaurant-tower-of-the-americas
Citrus @ Hotel Valencia Riverwalk,http://www.opentable.com/citrus-at-hotel-valencia-riverwalk?scpref=109&tab=2,4.2,"150 East Houston St. San Antonio, TX  78205 ",57,Contemporary American,$30 and under,Downtown,http://www.hotelvalencia-riverwalk.com/dining/citrus.php,CitrusSA@valenciagroup.com,(210) 230-8412,4.2 out of 5,"Great food all around.Shrimp appetizers were plentiful and filling. 1 order was enough for two.Tomato salad was also delicious.Kristi, our waitress, recommended the Snapper which was very good and complemented by the caramelized onion and whatever type of grain it was served over.The original bottle of wine I ordered was out of stock but she recommended an excellent replacement. Which we went out and bought a bottle for the house.Thank you Kristi for your excellent service and charming personality.Slight draw back was the extreme quietness of the restaurant. There was no low playing or mild mood music and I could hear nearby conversations. The clanking of people dining was also noticeable due how quiet it was.",6/30/12,http://www.pickgrapevine.com/wantmore/citrus-at-hotel-valencia-riverwalk,citrus-at-hotel-valencia-riverwalk
Drew's American Grill,http://www.opentable.com/drews-american-grill?scpref=109&tab=2,4.2,"18740 Stone Oak Parkway San Antonio, TX  78258 ",84,American,$30 and under,Stone Oak,http://www.drewsamericangrill.com,drewg@drewsamericangrill.com,(210) 483-7600,4.2 out of 5,Awesome service and food. Standout was attention to detail.,7/15/12,http://www.pickgrapevine.com/wantmore/drews-american-grill,drews-american-grill
Esquire Tavern,http://www.opentable.com/esquire-tavern?scpref=109&tab=2,4.7,"155 East Commerce San Antonio, TX  78205 ",11,Gastro Pub,$30 and under,Downtown,http://esquiretavern-sa.com,erica@esquiretavern-sa.com,(210) 222-2521,4.7 out of 5,"A local place to see for the bar. On that note, menu is limited, fried bar food. View and ambiance are the highlight here.",5/3/12,http://www.pickgrapevine.com/wantmore/esquire-tavern,esquire-tavern
Fleming's Prime Steakhouse & Wine Bar - San Antonio,http://www.opentable.com/flemings-prime-steakhouse-and-wine-bar-san-antonio?scpref=109&tab=2,4.3,"255 East Basse Road Suite 200 San Antonio, TX  78209",45,Steak,$31 to $50,Alamo Heights,http://www.flemingssteakhouse.com/SanAntonio,sanantonio@flemingssteakhouse.com,(210) 824-9463,4.4 out of 5,"Table was ready on time, the bone in ribeye was fantastic and prepared perfectly. The service was attentive and timed well. My only drawback was the ""noise"". I guess it was more ""energy"" than noise. I was there with my daughters for a special dinner and the 3 of us noted there seemed to be more stimulation then at other similar restaurants.I will go back though, FYI. Great overall.",7/20/12,http://www.pickgrapevine.com/wantmore/flemings-prime-steakhouse-and-wine-bar-san-antonio,flemings-prime-steakhouse-and-wine-bar-san-antonio
Francesca's at Sunset,http://www.opentable.com/francescas-at-sunset?scpref=109&tab=2,4.2,"16641 La Cantera Parkway San Antonio, TX  78256 ",42,American,$31 to $50,North San Antonio,http://www.westinlacantera.com/dining.html,adam.montalvo@westin.com,(210) 558-2253,4.2 out of 5,"Great place to eat.La Canterra was such a great place to take my wife on her 30th b-day.We both loved the ambiance,food and service indeed...Will be back again",7/18/12,http://www.pickgrapevine.com/wantmore/francescas-at-sunset,francescas-at-sunset
Frederick's Bistro,http://www.opentable.com/fredericks-bistro?scpref=109&tab=2,4.5,"14439 NW Military Highway Suite 100 San Antonio, TX  78231",39,French,$31 to $50,North San Antonio,http://www.fredericksbistro.com,costabroadway@hotmail.com,(210) 888-1500,4.5 out of 5,"As usual, food and service were wonderful. I had the lamb chops - so delicious! One of my dining partners had the stuffed chicken and she was very happy with her entree. Will definitely be back!",6/25/12,http://www.pickgrapevine.com/wantmore/fredericks-bistro,fredericks-bistro
The Grill at Leon Springs,http://www.opentable.com/the-grill-at-leon-springs?scpref=109&tab=2,4.5,"24116 IH10 W San Antonio, TX  78257 ",26,Seafood,$31 to $50,Leon Springs,http://www.leonspringsgrill.com,thegrillatls@sbcglobal.net,(210) 698-8797,4.5 out of 5,The fish is always outstanding. Probably the best in San Antonio.,6/24/12,http://www.pickgrapevine.com/wantmore/the-grill-at-leon-springs,the-grill-at-leon-springs
The Gruene Door,http://www.opentable.com/the-gruene-door?scpref=109&tab=2,4.4,"2360 Gruene Lake Dr New Braunfels, TX  78130 ",64,American,$30 and under,New Braunfels,http://www.thegruenedoor.com,thegruenedoor@gmail.com,(830) 629-2600,4.4 out of 5,"Greeted and welecomed in a very professional fashion. We were seated in an area which I had asked for as a ""quiet and cozy"" and as it turns out, most of the area we were in was just that.The server was ""Davey"", she was very knowledgeable on the menu and kept us well attended to.Our company here in town has used this restraunt before on other business venues, but for a personal outing, it serves quite well.",7/13/12,http://www.pickgrapevine.com/wantmore/the-gruene-door,the-gruene-door
Jerusalem Grill,http://www.opentable.com/jerusalem-grill?scpref=109&tab=2,4.4,"3259 Wurzbach Rd San Antonio, TX  78238 ",7,Middle Eastern,$30 and under,North San Antonio,http://www.jerusalemgrill.net,jerusalem2011@aol.com,(210) 680-8400,4.3 out of 5,The service was excellent. I liked the atmosphere. I will be back. Thanks,6/23/12,http://www.pickgrapevine.com/wantmore/jerusalem-grill,jerusalem-grill
JW Marriott San Antonio - 18 Oaks,http://www.opentable.com/jw-marriott-san-antonio-18-oaks?scpref=109&tab=2,4.4,"23808 Resort Parkway San Antonio, TX  78261 ",25,Steak,$30 and under,North San Antonio,http://www.jwsanantonio.com/18-Oaks-59.html,,(210) 491-5825,4.4 out of 5,Wonderful menu filled with organic and locally produced ingredients. Every dish was excellent and the service was fantastic. Beautiful view overlooking the golf course. Incredible Brunch!,7/15/12,http://www.pickgrapevine.com/wantmore/jw-marriott-san-antonio-18-oaks,jw-marriott-san-antonio-18-oaks
JW Marriott San Antonio - Cibolo Moon,http://www.opentable.com/jw-marriott-san-antonio-cibolo-moon?scpref=109&tab=2,3.9,"23808 Resort Parkway San Antonio, TX  23808 ",17,Southwest,$30 and under,North San Antonio,http://www.jwsanantonio.com/Cibolo-Moon-58.html,bchris.masker@marriott.com,(210) 404-3434,3.9 out of 5,The wine list is very limited.... very few choices if you are into wine. The menu is also limited. Very pleasant atmosphere and decor... nice view of the JW Marriott grounds.,6/23/12,http://www.pickgrapevine.com/wantmore/jw-marriott-san-antonio-cibolo-moon,jw-marriott-san-antonio-cibolo-moon
JW Marriott San Antonio - High Velocity,http://www.opentable.com/jw-marriott-san-antonio-high-velocity?scpref=109&tab=2,3.5,"23808 Resort Pkwy San Antonio, TX  78261 ",2,Contemporary American,$30 and under,North San Antonio,http://www.jwsanantonio.com/High-Velocity-60.html,michael.cunningham@marriott.com,(210) 403-3434,4.0 out of 5,"We were just going to eat & have some drinks, then the Hostess let me know about a Special Beer Pairing Dinner. So glad she did. We had a group of 6 & we all had a Fabulous time! We will definitely be going again! Thanks!",3/2/12,http://www.pickgrapevine.com/wantmore/jw-marriott-san-antonio-high-velocity,jw-marriott-san-antonio-high-velocity
Kirby's Prime Steakhouse - San Antonio,http://www.opentable.com/kirbys-prime-steakhouse-san-antonio?scpref=109&tab=2,4.4,"123 N. Loop 1604 San Antonio, TX  78232 ",180,Steakhouse,$31 to $50,North San Antonio,http://www.kirbyssteakhouse.com,sanantonio@kirbyssteakhouse.com,(210) 404-2221,4.4 out of 5,"Everything was perfect...food, service, atmosphere and the jazz band that was playing was an added plus for the evening! Thank you!",7/20/12,http://www.pickgrapevine.com/wantmore/kirbys-prime-steakhouse-san-antonio,kirbys-prime-steakhouse-san-antonio
Kona Grill - San Antonio,http://www.opentable.com/kona-grill-san-antonio?scpref=109&tab=2,4.4,"15900 La Cantera Parkway The Shops At La Cantera San Antonio, TX  78256",25,Contemporary American,$30 and under,La Cantera,http://www.konagrill.com,sanantonio@konagrill.com,(210) 877-5355,4.4 out of 5,"Enjoyed the food and service! My dining companion had the pork loin, which I had a bite of, it was delicious! I had the mac-nut chicken, so tasty, reminded me of Hawaii! We will definitely return to Kona to try other dishes.",7/5/12,http://www.pickgrapevine.com/wantmore/kona-grill-san-antonio,kona-grill-san-antonio
La Cascada - The Resort at Tapatio Springs,http://www.opentable.com/la-cascada-the-resort-at-tapatio-springs?scpref=109&tab=2,4,"314 Blue Heron Blvd. Boerne, TX  78006 ",2,Contemporary American,$30 and under,Boerne,http://www.tapatio.com,,(830) 537-3459,4.0 out of 5,We celebrated our anniversary at La Cascada and had a wonderful time. The food was excellent and the vie outstanding.,6/14/12,http://www.pickgrapevine.com/wantmore/la-cascada-the-resort-at-tapatio-springs,la-cascada-the-resort-at-tapatio-springs
La Fonda on Main,http://www.opentable.com/la-fonda-on-main?scpref=109&tab=2,4.4,"2415 N. Main Ave San Antonio, TX  78212 ",87,Mexican,$30 and under,Downtown,http://www.lafondaonmain.com,amy@lafondaonmain.com,(210) 733-0621,4.4 out of 5,Way above expectations in every way.,7/18/12,http://www.pickgrapevine.com/wantmore/la-fonda-on-main,la-fonda-on-main
Las Canarias - Omni La Mansion,http://www.opentable.com/las-canarias-omni-la-mansion?scpref=109&tab=2,4.5,"112 College Street San Antonio, TX  78205 ",115,American,$31 to $50,Downtown,http://www.omnihotels.com/FindAHotel/SanAntonioLaMansionDelRio/Dining.aspx,enenow@omnihotels.com,(210) 518-1063,4.5 out of 5,"We've brunches and dined at Las Canarias many times in our frequent visits to San Antonio.. It deserves the high praise it has garnered on this site, Zagat guides and elsewhere. Incredible service with thoughtfully, well prepared food. Really a gem of San Antonio dining!",7/15/12,http://www.pickgrapevine.com/wantmore/las-canarias-omni-la-mansion,las-canarias-omni-la-mansion
Las Ramblas at Hotel Contessa,http://www.opentable.com/las-ramblas-at-hotel-contessa?scpref=109&tab=2,3.7,"306 West Market Street San Antonio, TX  78205 ",29,Spanish,$30 and under,Downtown,http://thehotelcontessa.com/las_ramblas/las_ramblas.asp,lasramblas@benchmarkmanagement.com,(210) 298-8040,3.7 out of 5,This is a great place for Spannish food. While the Paella is not as good as my last trip to Spain it certainly a great choice in San Antonio. The tapas were well thought out and tasty; there was an even assortment between vegetable adn meet; the standard offereings such as Jambon were there as well as unusal ones.,7/16/12,http://www.pickgrapevine.com/wantmore/las-ramblas-at-hotel-contessa,las-ramblas-at-hotel-contessa
Liberty Bistro,http://www.opentable.com/liberty-bistro?scpref=109&tab=2,4.4,"200 N. Seguin Ave. New Braunfels, TX  78130 ",15,Contemporary American,$30 and under,Hill Country out of New Braunfels,http://www.mylibertybistro.com,darren@mylibertybistro.com,(830) 624-7876,4.4 out of 5,Excellent find! The lamb was the best I've ever had. The food was as good as any upscale restaurant in New Braunfles if not better.,7/12/12,http://www.pickgrapevine.com/wantmore/liberty-bistro,liberty-bistro
The Little Aussie Bakery & Cafe,http://www.opentable.com/the-little-aussie-bakery-and-cafe?scpref=109&tab=2,3.7,"3610 Avenue B San Antonio, TX  78209 ",10,Australian,$30 and under,Downtown,http://www.thelittleaussiebakery.com,inquiry@thelittleaussiebakery.com,(210) 826-7877,3.7 out of 5,It's a quiet little spot with a focus on serving great tasting food to finicky people. They do gluten-free with flair. Only EVOO. The mango chicken is the best chicken I've had in forever.,7/4/12,http://www.pickgrapevine.com/wantmore/the-little-aussie-bakery-and-cafe,the-little-aussie-bakery-and-cafe
Little Gretel,http://www.opentable.com/little-gretel?scpref=109&tab=2,4.3,"518 River Rd. Boerne, TX  78006 ",19,German,$30 and under,Boerne,http://www.littlegretel.com,littlegretel@gvtc.com,(830) 331-1368,4.4 out of 5,"We took my dad there for Father's Day brunch and the food,setting and service were all fabulous. We all tried something different from Eggs Benedict, The Reuben, Crabcake Salad, Lox, Sausage Trio plate and my 2 year old especially loved the mac n cheese fritters. We will certainly be back. We had fun feeding the ducks across the street when we were finished too. 5 Stars across the board!",6/17/12,http://www.pickgrapevine.com/wantmore/little-gretel,little-gretel
Luce Ristorante E Enoteca,http://www.opentable.com/luce-ristorante-e-enoteca?scpref=109&tab=2,4.4,"11255 Huebner Rd San Antonio, TX  78230 ",53,Italian,$30 and under,Medical Center,http://lucesanantonio.com,joe-luce@sbcglobal.net,(210) 561-9700,4.4 out of 5,"Had a great meal. I think people sometimes forget that Luce provides a great dining experience. If you haven't tried it in a while, you should go again.",7/19/12,http://www.pickgrapevine.com/wantmore/luce-ristorante-e-enoteca,luce-ristorante-e-enoteca
Luke San Antonio,http://www.opentable.com/luke-san-antonio?scpref=109&tab=2,3.9,"125 E. Houston St. San Antonio, TX  78205 ",159,French,$30 and under,Downtown,http://www.lukesanantonio.com/,lukesanantonio@chefjohnbesh.com,(210) 227-5853,3.9 out of 5,Noisy and a large amount of elevator traffic. Not well suited for special occasion dining.,7/21/12,http://www.pickgrapevine.com/wantmore/luke-san-antonio,luke-san-antonio
Maggiano's - San Antonio,http://www.opentable.com/maggianos-san-antonio?scpref=109&tab=2,4.4,"17603 Interstate I-10 W San Antonio, TX  78257 ",211,Italian,$30 and under,The Rim,http://www.maggianos.com,mg0207gmom@maggianos.com,(210) 451-6000,4.4 out of 5,excellent experiance....will be back,7/20/12,http://www.pickgrapevine.com/wantmore/maggianos-san-antonio,maggianos-san-antonio
MAX's Wine Dive - San Antonio,http://www.opentable.com/maxs-wine-dive-san-antonio?scpref=109&tab=2,4.2,"340 East Basse Road, Suite 101 San Antonio, TX  78209 ",224,Comfort Food,$30 and under,Downtown,http://www.maxswinedive.com,blade@maxswinedive.com,(210) 444-9547,4.2 out of 5,"LOVED the food!! I thought about it the whole next day!!! The happy hour prices were not so happy, but the food more than made up for the price of the wine.",7/18/12,http://www.pickgrapevine.com/wantmore/maxs-wine-dive-san-antonio,maxs-wine-dive-san-antonio
The Melting Pot - San Antonio,http://www.opentable.com/the-melting-pot-san-antonio?scpref=109&tab=2,4.5,"14855 Blanco Rd,  Suite 110 San Antonio, TX  78216 ",72,Fondue,$31 to $50,North San Antonio,http://www.themeltingpot.com,themeltingpot@satx.rr.com,(210) 479-6358,4.5 out of 5,Our server G was the best and we would go back on a night he was working any day! The food was great have been to two other melting pots and this one might be my new favorite!,7/19/12,http://www.pickgrapevine.com/wantmore/the-melting-pot-san-antonio,the-melting-pot-san-antonio
Morton's The Steakhouse - San Antonio,http://www.opentable.com/mortons-the-steakhouse-san-antonio?scpref=109&tab=2,4.4,"300 E. Crockett Street Suite 283 San Antonio, TX  78205",82,Steak,$50 and over,Downtown,http://www.mortons.com,cm.msa@mortons.com,(210) 228-0700,4.3 out of 5,Staff was exceptional. First class service.,7/20/12,http://www.pickgrapevine.com/wantmore/mortons-the-steakhouse-san-antonio,mortons-the-steakhouse-san-antonio
Myron's at Alon Town Center,http://www.opentable.com/myrons-at-alon-town-center?scpref=109&tab=2,4.4,"10003 NW Military Hwy, Ste 2101 San Antonio, TX  78231 ",148,Steak,$31 to $50,North San Antonio,http://myronsprime.com/,,(210) 493-3031,4.3 out of 5,"Wow! We go here a lot and the food and service is always top notch! I was happy to see it very crowded! Seems others have found my favorite spot! You have advanced to ""hot spot!"". Stephanie is a super server and the extra touches I requested went off beautifully! Myron's always goes above and beyond!",7/20/12,http://www.pickgrapevine.com/wantmore/myrons-at-alon-town-center,myrons-at-alon-town-center
Myron's Prime Steak House,http://www.opentable.com/myrons-prime-steak-house?scpref=109&tab=2,4.5,"136 N Castell New Braunfels, TX  78130 ",40,Steakhouse,$31 to $50,Hill Country out of New Braunfels,http://www.myronsprimesteakhouse.com,myronsprimetime@sbcglobal.net,(830) 624-1024,4.4 out of 5,"We were in town celebrating my husbands birthday, and it was the perfect place for a romantic dinner.",7/16/12,http://www.pickgrapevine.com/wantmore/myrons-prime-steak-house,myrons-prime-steak-house
NAO,http://www.opentable.com/nao?scpref=109&tab=2,4.4,"312 Pearl Parkway Bldg 2 Suite 2102 San Antonio, TX  78215",20,Latin American,$30 and under,Downtown,http://naorestaurant.com,,(210) 554-6484,4.3 out of 5,"This was our second trip to NAO and the results were mixed compared to our first trip. My wife thought the food was better,I thought it was slightly inferior. The biggest problem was it was very slow (2 hours for three courses) despite the fact it was almost empty. This may portend problems on weekends! As before the quality of ingredients was excellent. The jicama tacos were very refreshing.The octopus appetizer was very good, and the duck confit was excellent. Dinner partners gave their dishes similar praise.",7/18/12,http://www.pickgrapevine.com/wantmore/nao,nao
